# Group X,2190383,Jose Rosa,2192447,Ricardo Silva
19:10:05,"[[654.7101602    0.         430.04621032]
 [  0.         656.50873659 231.04345557]
 [  0.           0.           1.        ]]","[[ 0.06022503 -0.9851321  -0.16089653]
 [ 0.98688695  0.0345817   0.15766502]
 [-0.14975679 -0.16828207  0.97429669]]","[[ 0.11543946]
 [-0.07795118]
 [ 0.51918181]]"
19:10:08,"[[657.83379724   0.         431.703701  ]
 [  0.         661.1585078  229.07515641]
 [  0.           0.           1.        ]]","[[ 0.0576698  -0.98904797 -0.13586134]
 [ 0.98200583  0.0316853   0.18617358]
 [-0.17982979 -0.14415322  0.97307816]]","[[ 0.10512209]
 [-0.06001194]
 [ 0.64640183]]"
19:10:09,"[[626.36361288   0.         416.90407992]
 [  0.         629.00510172 244.13732265]
 [  0.           0.           1.        ]]","[[ 0.02722932 -0.99355625 -0.11002067]
 [ 0.98569861  0.00837635  0.16830951]
 [-0.16630339 -0.11303017  0.97957509]]","[[ 0.22383   ]
 [-0.06478108]
 [ 0.64809694]]"
19:10:10,"[[538.22737698   0.         419.1731625 ]
 [  0.         540.33042491 263.38307868]
 [  0.           0.           1.        ]]","[[ 0.03592827 -0.99143836 -0.12553541]
 [ 0.99047071  0.01861474  0.13645977]
 [-0.13295464 -0.12924191  0.98265945]]","[[ 0.22053949]
 [-0.05297743]
 [ 0.63919512]]"
19:10:11,"[[630.48331216   0.         418.56370306]
 [  0.         628.62311703 236.73046085]
 [  0.           0.           1.        ]]","[[ 0.03497993 -0.98842396 -0.14762954]
 [ 0.98985584  0.01391242  0.14139256]
 [-0.13770191 -0.15107786  0.97888389]]","[[ 0.22105441]
 [-0.01618233]
 [ 0.76788292]]"
19:10:13,"[[517.48596989   0.         411.42017286]
 [  0.         511.43284194 230.71872865]
 [  0.           0.           1.        ]]","[[ 0.03006062 -0.99054412 -0.13386078]
 [ 0.99525409  0.01726173  0.09576704]
 [-0.09255081 -0.13610431  0.98636198]]","[[0.22941795]
 [0.03334634]
 [0.6619827 ]]"
19:10:15,"[[568.0563359    0.         445.86627935]
 [  0.         570.51280469 251.60888252]
 [  0.           0.           1.        ]]","[[ 0.05002855 -0.97994817 -0.19286972]
 [ 0.99465486  0.03142076  0.09835872]
 [-0.09032633 -0.19675955  0.97628215]]","[[0.18832551]
 [0.04529965]
 [0.7424729 ]]"
